tsne_1 tsne_2 label subject_code visual_run_index
6.20958471 5.25462580 0 14 238
33.65163803 -4.60584164 0 14 239
-1.23885763 11.06665325 0 14 240
-10.13471127 -4.49175930 0 14 241
27.39211273 -23.61182404 0 14 242
-20.50440979 -9.44015694 0 14 243
-20.67465401 -9.41103745 0 14 244
24.54368782 -13.44595051 0 14 245
-5.33366537 -18.02522850 0 14 246
4.55500984 10.29825687 0 14 247
12.87469578 12.07770157 0 14 248
-3.65459681 12.33537579 0 14 249
23.84769821 10.94558239 0 14 250
30.89600563 -7.04771757 0 14 251
-12.10515022 -1.18781042 0 14 252
-12.24563789 0.91224462 0 14 253
-10.51386070 -12.51561642 0 14 254
-19.13059807 -16.16776276 0 14 255
-3.36354423 -17.91148567 0 14 256
-4.73563242 8.91218185 0 14 257
25.77581787 -16.60705948 0 14 258
-5.33730268 -18.08247375 0 14 259
-3.65474629 12.38296318 0 14 260
0.41379282 -5.01671553 0 14 261
-2.43840170 8.59922886 0 14 262
-2.56009340 7.53852606 0 14 263
-12.58852673 -2.32270193 0 14 264
-17.31480026 -6.74848270 0 14 265
-22.25347519 -9.12471676 0 14 266
26.50811577 -10.45587921 0 14 267
-3.90194941 -11.09421921 0 14 268
-6.15491199 7.11274862 0 14 269
4.96245623 10.13827419 0 14 270
8.81807423 8.92025852 0 14 271
3.98690343 11.02596188 0 14 272
14.78865433 12.80109882 0 14 273
-1.02574968 7.05381870 0 14 274
0.43779334 8.09353924 0 14 275
31.09440994 -2.30627751 0 14 276
-5.33896494 28.13697243 0 15 277
-4.74453163 26.80973625 0 15 278
-3.97008491 24.38397789 0 15 279
-7.42787981 24.62911224 0 15 280
-7.04852819 21.82216835 0 15 281
-7.93856096 20.09914589 0 15 282
-8.71219349 19.09525299 0 15 283
-15.82201004 -2.45082235 0 15 284
-18.10330391 -4.05607939 0 15 285
-19.66365623 -15.66882038 0 15 286
-18.47404671 -0.57993752 0 15 287
-21.06841660 -0.76979941 0 15 288
16.24117279 12.30259800 0 15 289
-6.13699341 31.41888809 0 15 290
-5.68206167 30.20875549 0 15 291
-5.69649792 28.15620995 0 15 292
-5.40095186 25.83713722 0 15 293
-6.06800032 24.26982689 0 15 294
-7.42223549 22.23466682 0 15 295
-8.68533134 19.89291573 0 15 296
-5.62853289 18.14069176 0 15 297
-16.12727928 -1.15250576 0 15 298
-18.51325798 -2.26968765 0 15 299
-21.99802780 0.56970245 0 15 300
-22.23004723 3.16231322 0 15 301
-33.26119614 5.57741833 0 15 302
-3.70192480 30.98356819 0 15 303
-3.39415622 30.56947327 0 15 304
-3.76566148 28.02878571 0 15 305
-5.33523417 24.39044571 0 15 306
-5.37059355 22.42739868 0 15 307
-5.46558285 20.92284584 0 15 308
-9.26081848 20.19134712 0 15 309
-15.70078754 -3.92799091 0 15 310
-18.06340027 -3.70692611 0 15 311
-19.75274849 -15.57929897 0 15 312
-19.48262024 -2.30430794 0 15 313
-20.08164787 3.60460925 0 15 314
-36.63282776 6.31396008 0 15 315
6.26665640 13.55338287 0 15 316
-6.78692055 28.13920975 0 15 317
-3.97600651 25.67529869 0 15 318
-3.78704786 15.32177925 0 15 319
-5.59419060 18.04134941 0 15 320
-15.44518280 -0.86412042 0 15 321
-17.24667931 -1.38388193 0 15 322
-20.39454651 0.40339142 0 15 323
-21.46832085 2.39851999 0 15 324
-34.39682007 5.81854534 0 15 325
-4.63318777 31.12177277 0 15 326
-5.29907274 30.03337097 0 15 327
-5.70110941 28.03534317 0 15 328
-5.67123318 25.51095581 0 15 329
-6.00635338 24.78792381 0 15 330
-7.13792372 23.45932388 0 15 331
-8.92157745 21.59971428 0 15 332
-9.85598660 18.97532082 0 15 333
-16.28364182 -3.17759562 0 15 334
-11.94282246 -6.78643084 0 15 335
-19.52179527 0.52482641 0 15 336
-20.79323387 1.47599256 0 15 337
-21.17630005 1.92485523 0 15 338
-21.16376305 2.71924305 0 15 339
-4.77946854 31.35687065 0 15 340
-5.31268978 30.15293884 0 15 341
-5.99876404 28.33350182 0 15 342
-5.88560820 26.13335419 0 15 343
-6.47307205 24.50164413 0 15 344
-7.11089087 22.37903214 0 15 345
-8.35511684 20.21479416 0 15 346
-9.11905193 18.52279091 0 15 347
-9.97941685 18.82925797 0 15 348
-16.30911255 -2.52684879 0 15 349
-17.23622894 -2.38199449 0 15 350
-17.84206390 -1.89679778 0 15 351
-18.43234825 -0.98654354 0 15 352
-20.07411003 0.46131161 0 15 353
-21.81500053 0.97671378 0 15 354
-21.98845291 2.97211099 0 15 355
-4.77140236 32.23052216 0 15 356
-5.46312284 30.81273079 0 15 357
-5.73654938 28.95141029 0 15 358
-5.58448553 27.57893372 0 15 359
-5.54236889 25.69406700 0 15 360
-6.15857649 23.74591255 0 15 361
-13.42542267 8.28222561 0 16 362
-13.23079967 6.19667625 0 16 363
-11.75389290 10.78788376 0 16 364
-11.92181587 15.64353275 0 16 365
-8.94336700 17.16895676 0 16 366
2.14442635 24.03960800 0 16 367
2.64932680 25.19333076 0 16 368
4.23541498 27.74326134 0 16 369
7.42830181 29.45461845 0 16 370
-13.27853489 8.30648136 0 16 371
-14.61269760 6.62906361 0 16 372
-10.10115528 6.30516624 0 16 373
